Timestamp,Weighted_Price
2019-07-28,9484.91410564371
2019-07-29,9539.378363609232
2019-07-30,9540.448916710371
2019-07-31,9857.746978877918
2019-08-01,10085.104546979135
2019-08-02,10475.070739547553
2019-08-03,10784.832144716524
2019-08-04,10820.892324169707
2019-08-05,11675.761776815843
2019-08-06,11757.580574404448
2019-08-07,11711.54347617361
2019-08-08,11801.34874174218
2019-08-09,11819.342192960974
2019-08-10,11578.771028918323
2019-08-11,11378.23287625414
2019-08-12,11395.233641041492
2019-08-13,11137.508863135605
2019-08-14,10438.670629312179
2019-08-15,10011.09607166713
2019-08-16,10230.707223260682
2019-08-17,10296.331609269493
2019-08-18,10292.527044551449
2019-08-19,10615.609217593968
2019-08-20,10752.164342622098
2019-08-21,10194.123627454297
2019-08-22,10046.304461677862
2019-08-23,10263.66759854155
2019-08-24,10155.542089256625
2019-08-25,10100.656939299779
2019-08-26,10345.745626969783
2019-08-27,10173.438323876944
2019-08-28,10042.66901372292
2019-08-29,9519.19556846485
2019-08-30,9534.77356921509
2019-08-31,9593.48744870225
2019-09-01,9626.724277129408
2019-09-02,9950.81440660014
2019-09-03,10522.2502178007
2019-09-04,10563.647519247545
2019-09-05,10564.875481794745
2019-09-06,10659.807003605336
2019-09-07,10425.199010551292
2019-09-08,10460.721158303626
2019-09-09,10301.052740780628
2019-09-10,10220.789594924785
2019-09-11,10063.616404874574
2019-09-12,10219.738823657242
2019-09-13,10316.605586066476
2019-09-14,10341.913357534813
2019-09-15,10316.66517278883
2019-09-16,10252.573076358103
2019-09-17,10216.732469111426
2019-09-18,10194.849184512006
2019-09-19,9989.622671113486
2019-09-20,10174.286765040259
2019-09-21,10038.312742536116
2019-09-22,9978.878329965726
2019-09-23,9877.505049456991
2019-09-24,9423.226721940335
2019-09-25,8448.935015594028
2019-09-26,8251.523231985982
2019-09-27,8039.224140808507
2019-09-28,8158.789736606589
2019-09-29,8073.9537522231785
2019-09-30,8072.61663108239
2019-10-01,8362.338726063745
2019-10-02,8257.53289737893
2019-10-03,8244.961882187736
2019-10-04,8146.725816650452
2019-10-05,8108.012260229536
2019-10-06,7980.2613741350515
2019-10-07,8040.7742697218755
2019-10-08,8209.567752138215
2019-10-09,8338.767992641348
2019-10-10,8560.788050894631
2019-10-11,8398.90430229132
2019-10-12,8334.023264038153
2019-10-13,8358.546977063059
2019-10-14,8308.311406457333
2019-10-15,8264.18983118871
2019-10-16,8064.522897802507
2019-10-17,8032.837878444004
2019-10-18,7962.841632669792
2019-10-19,7959.600127137167
2019-10-20,8020.29762071857
2019-10-21,8222.446397849375
2019-10-22,8199.58174991533
2019-10-23,7736.604987101156
2019-10-24,7450.100639864555
2019-10-25,7880.584318722863
2019-10-26,9318.768119687275
2019-10-27,9413.283675192668
2019-10-28,9476.646249183541
2019-10-29,9383.479470677568
2019-10-30,9193.173796062196
2019-10-31,9172.688580832568
2019-11-01,9155.013009841965
2019-11-02,9281.022513483938
2019-11-03,9217.61490854777
2019-11-04,9257.235809623842
2019-11-05,9343.976273420221
2019-11-06,9335.804948360492
2019-11-07,9237.518967896272
2019-11-08,8978.654813496512
2019-11-09,8810.738395148996
2019-11-10,8896.594757823768
2019-11-11,8792.92033648704
2019-11-12,8734.287632799298
2019-11-13,8747.939129337929
2019-11-14,8655.655597415272
2019-11-15,8539.642750726829
2019-11-16,8470.01792728436
2019-11-17,8514.029198381428
2019-11-18,8378.876831365851
2019-11-19,8115.508755776789
2019-11-20,8098.433021968151
2019-11-21,7847.416641400139
2019-11-22,7341.804982141348
2019-11-23,7242.5101706531705
2019-11-24,7146.012933634432
2019-11-25,6961.916463382015
2019-11-26,7140.879929910146
2019-11-27,7252.149434008623
2019-11-28,7522.175880529575
2019-11-29,7612.064453473588
2019-11-30,7653.7689299072545
2019-12-01,7353.310525060705
2019-12-02,7309.541874785915
2019-12-03,7319.050655238827
2019-12-04,7276.93770894753
2019-12-05,7328.986921367733
2019-12-06,7405.110015872575
2019-12-07,7532.677123219301
2019-12-08,7495.626457542383
2019-12-09,7460.901284415649
2019-12-10,7300.556087797425
2019-12-11,7210.646917069641
2019-12-12,7172.286553317028
2019-12-13,7226.902418159915
2019-12-14,7164.373492626379
2019-12-15,7089.723106689309
2019-12-16,7032.860391371809
2019-12-17,6790.183639408659
2019-12-18,6770.356285148959
2019-12-19,7148.24314580139
2019-12-20,7150.839262453889
2019-12-21,7148.361459371388
2019-12-22,7228.238391081993
2019-12-23,7504.055563032636
2019-12-24,7296.419569266667
2019-12-25,7210.937964009355
2019-12-26,7221.176955374911
2019-12-27,7191.861071997463
2019-12-28,7298.71325546727
2019-12-29,7345.635970926201
2019-12-30,7297.912752203773
2019-12-31,7199.048192231056
2020-01-01,7195.811552696487
2020-01-02,7072.477633719384
2020-01-03,7218.040866931682
2020-01-04,7321.9194708394125
2020-01-05,7430.027209611765
2020-01-06,7533.920318682505
2020-01-07,7929.897113517025
2020-01-08,8235.62327437288
2020-01-09,7898.569229036523
2020-01-10,7888.135214954419
2020-01-11,8113.360825871817
2020-01-12,8111.715362809296
2020-01-13,8102.893845324075
2020-01-14,8574.611704362778
2020-01-15,8743.692143647291
2020-01-16,8674.415975438429
2020-01-17,8852.80457727625
2020-01-18,8891.817032065532
2020-01-19,8847.166821810988
2020-01-20,8644.707999736622
2020-01-21,8646.193566877122
2020-01-22,8665.685486395549
2020-01-23,8435.60273035554
2020-01-24,8383.32548664732
2020-01-25,8321.535235775193
2020-01-26,8430.129199500634
2020-01-27,8723.53546651094
2020-01-28,9041.676236459416
2020-01-29,9331.033357999097
2020-01-30,9370.89651238228
2020-01-31,9342.279203230486
2020-02-01,9372.44906582662
2020-02-02,9377.036114146764
2020-02-03,9330.40038077672
2020-02-04,9202.938405466666
2020-02-05,9403.167151421294
2020-02-06,9689.41702545611
2020-02-07,9776.736692524168
2020-02-08,9813.044905712388
2020-02-09,10080.722382977692
2020-02-10,9922.395658425208
2020-02-11,9957.71639903565
2020-02-12,10344.23948839375
2020-02-13,10286.246258415278
2020-02-14,10262.061382627084
2020-02-15,10143.891251224097
2020-02-16,9905.533884787154
2020-02-17,9720.587398641319
2020-02-18,9846.395991498055
2020-02-19,10098.862828333078
2020-02-20,9582.24688837118
2020-02-21,9689.81545051362
2020-02-22,9660.397790837422
2020-02-23,9870.245958296518
2020-02-24,9735.050459190896
2020-02-25,9490.032467298817
2020-02-26,9033.42804906368
2020-02-27,8796.161047472153
2020-02-28,8698.50545896493
2020-02-29,8686.213148361267
2020-03-01,8557.198634572245
2020-03-02,8747.60187217889
2020-03-03,8791.293455052884
2020-03-04,8761.143370995134
2020-03-05,9019.792645918415
2020-03-06,9098.213160726615
2020-03-07,9053.832076247834
2020-03-08,8569.848185239665
2020-03-09,7882.121460787501
2020-03-10,7948.20479578624
2020-03-11,7849.994645347669
2020-03-12,6666.8288616819445
2020-03-13,5294.226216340625
2020-03-14,5410.145281967316
2020-03-15,5300.823048177198
2020-03-16,4985.279471287815
2020-03-17,5313.574447863547
2020-03-18,5285.267935995222
2020-03-19,5765.021215411847
2020-03-20,6361.389077256465
2020-03-21,6169.0808638566405
2020-03-22,6132.19254868989
2020-03-23,6105.912299011584
2020-03-24,6653.24717908682
2020-03-25,6662.127716616783
2020-03-26,6671.740301294887
2020-03-27,6692.03163392507
2020-03-28,6227.902488380876
2020-03-29,6104.824055534402
2020-03-30,6274.273825478297
2020-03-31,6451.763185970713
2020-04-01,6308.424179516385
2020-04-02,6724.470570755298
2020-04-03,6814.820556971713
2020-04-04,6773.3763511672105
2020-04-05,6796.675729856812
2020-04-06,7092.209807825685
2020-04-07,7318.081696902664
2020-04-08,7302.501675313943
2020-04-09,7304.8543422836665
2020-04-10,6972.933325834542
2020-04-11,6871.078166278387
2020-04-12,6954.06131225038
2020-04-13,6751.871765907465
2020-04-14,6884.686986010135
2020-04-15,6798.8475537627355
2020-04-16,6914.6664101467095
2020-04-17,7071.901788128172
2020-04-18,7153.9275586031945
2020-04-19,7166.968470350747
2020-04-20,7050.526232960057
2020-04-21,6867.155475591535
2020-04-22,7006.153003182838
2020-04-23,7303.817318437702
2020-04-24,7521.625762324783
2020-04-25,7544.735051663964
2020-04-26,7603.793608820939
2020-04-27,7715.970909100279
2020-04-28,7730.878020961834
2020-04-29,8245.722380213292
2020-04-30,8894.275984848126
2020-05-01,8784.64278472021
2020-05-02,8873.989539326563
2020-05-03,8979.8925886014
2020-05-04,8772.605609500626
2020-05-05,8930.913681363852
2020-05-06,9164.282146281499
2020-05-07,9492.195702154653
2020-05-08,9924.46195119388
2020-05-09,9727.209380738623
2020-05-10,8687.485435756498
2020-05-11,8706.762334109952
2020-05-12,8774.268432777051
2020-05-13,9045.862951861673
2020-05-14,9577.180130024619
2020-05-15,9523.737060923506
2020-05-16,9403.564276661013
2020-05-17,9626.880262499786
2020-05-18,9721.819166062283
2020-05-19,9670.352673392987
2020-05-20,9670.785648144516
2020-05-21,9279.322026266458
2020-05-22,9124.649396746318
2020-05-23,9205.783900625256
2020-05-24,9119.084263966228
2020-05-25,8819.204823993847
2020-05-26,8859.416745109058
2020-05-27,9030.15356131142
2020-05-28,9321.50428794414
2020-05-29,9454.194394877903
2020-05-30,9507.292082854146
2020-05-31,9546.667359008292
2020-06-01,9585.242823246666
2020-06-02,9880.582896244669
2020-06-03,9551.918962460255
2020-06-04,9700.43932304499
2020-06-05,9742.028924931494
2020-06-06,9637.024958752836
2020-06-07,9618.213260328099
2020-06-08,9725.488576168938
2020-06-09,9712.814762248128
2020-06-10,9788.521959529107
2020-06-11,9639.953642159222
2020-06-12,9411.40452584464
2020-06-13,9426.981678573988
2020-06-14,9403.238615212731
2020-06-15,9244.433018226346
2020-06-16,9493.595172876241
2020-06-17,9442.65748125204
2020-06-18,9406.255930210371
2020-06-19,9326.588143206127
2020-06-20,9301.563679662226
2020-06-21,9348.204026697771
2020-06-22,9482.184810315599
2020-06-23,9638.217570861829
2020-06-24,9436.92519585693
2020-06-25,9231.493230758932
2020-06-26,9180.609944562828
2020-06-27,9106.159939018444
2020-06-28,9056.257339322981
2020-06-29,9116.123239307997
2020-06-30,9150.825424038163
2020-07-01,9191.841695595105
2020-07-02,9166.08243554116
2020-07-03,9093.863231727604
2020-07-04,9091.76743531617
2020-07-05,9062.059217030532
2020-07-06,9216.144576610279
2020-07-07,9269.029049758998
2020-07-08,9346.71076847222
2020-07-09,9327.67512244847
2020-07-10,9200.495958052377
2020-07-11,9238.790536103692
2020-07-12,9249.43824694953
2020-07-13,9278.539033505616
2020-07-14,9220.12313770205
2020-07-15,9221.474235418795
2020-07-16,9130.464282660963
2020-07-17,9134.88543046599
2020-07-18,9162.23590497374
2020-07-19,9154.807427888658
2020-07-20,9177.715587053488
2020-07-21,9309.146587307878
2020-07-22,9366.08121152948
2020-07-23,9541.144946620196
2020-07-24,9557.22859637074
2020-07-25,9619.470008863225
2020-07-26,9834.34345093737
2020-07-27,10435.77195985602
2020-07-28,10985.119592693056
2020-07-29,11096.370981655053
2020-07-30,11033.542140439722
2020-07-31,11196.163887413408
2020-08-01,11610.522017505587
2020-08-02,11333.746837542161
2020-08-03,11255.501070308339
2020-08-04,11243.48303516028
2020-08-05,11465.564492601672
2020-08-06,11755.581199804166
2020-08-07,11716.41160780544
2020-08-08,11685.075270792426
2020-08-09,11672.13134572093
2020-08-10,11899.919358701876
2020-08-11,11632.641652881699
2020-08-12,11463.679295341904
2020-08-13,11551.097077250175
2020-08-14,11755.18194227298
2020-08-15,11876.953385832172
2020-08-16,11850.765200290209
2020-08-17,12056.323421185625
2020-08-18,12164.40358757818
2020-08-19,11797.51651098125
2020-08-20,11799.526727126486
2020-08-21,11744.323115112576
2020-08-22,11559.842808898175
2020-08-23,11623.091878436791
2020-08-24,11733.966268063905
2020-08-25,11506.833402339887
2020-08-26,11405.160311917933
2020-08-27,11346.124717479443
2020-08-28,11442.939620304409
2020-08-29,11507.10433766596
2020-08-30,11609.048559349363
2020-08-31,11685.020310521588
2020-09-01,11874.642536686848
2020-09-02,11576.25306907446
2020-09-03,11039.063579204309
2020-09-04,10391.276090070347
2020-09-05,10268.003898553521
2020-09-06,10201.799719070521
2020-09-07,10159.82153465522
2020-09-08,10146.578532762562
2020-09-09,10188.169891084857
2020-09-10,10339.35989595404
2020-09-11,10303.242946947663
2020-09-12,10373.259994796503
2020-09-13,10393.662602084098
2020-09-14,10511.558141261507
2020-09-15,10774.09014676084
2020-09-16,10895.031435610606
2020-09-17,10892.677561047387
2020-09-18,10925.275534520644
2020-09-19,11013.781351278094
2020-09-20,10915.458254081213
2020-09-21,10677.042177491314
2020-09-22,10467.799828944444
2020-09-23,10429.32410145101
2020-09-24,10447.154971139653
2020-09-25,10671.424398447645
2020-09-26,10716.311805883755
2020-09-27,10717.587523472914
2020-09-28,10878.729324832035
2020-09-29,10729.49535984686
2020-09-30,10741.21274592227
2020-10-01,10755.638201109561
2020-10-02,10528.457687540182
2020-10-03,10549.999930406648
2020-10-04,10604.973839338629
2020-10-05,10705.634581668555
2020-10-06,10699.247307400141
2020-10-07,10621.1479497777
2020-10-08,10734.447340398323
2020-10-09,10983.384095603933
2020-10-10,11334.302728770817
2020-10-11,11360.626362271323
2020-10-12,11447.596319805221
2020-10-13,11450.01113257012
2020-10-14,11405.5015588268
2020-10-15,11415.065075223158
2020-10-16,11364.835083055983
2020-10-17,11343.749377836297
2020-10-18,11424.963448037328
2020-10-19,11587.264630524505
2020-10-20,11845.688666804637
2020-10-21,12458.755897932593
2020-10-22,12933.452571687369
2020-10-23,12933.337158049088
2020-10-24,13030.40593501592
2020-10-25,13056.22818710296
2020-10-26,13067.709653875707
2020-10-27,13368.090398184977
2020-10-28,13444.619430909723
2020-10-29,13330.564563991662
2020-10-30,13435.770794682672
2020-10-31,13738.185588586955
2020-11-01,13769.800513425595
2020-11-02,13596.939398092683
2020-11-03,13612.774179418233
2020-11-04,13900.019495758188
2020-11-05,14730.15041758264
2020-11-06,15583.101231359722
2020-11-07,15342.928405946443
2020-11-08,15202.59451839986
2020-11-09,15381.907919403473
2020-11-10,15327.286289963864
2020-11-11,15593.693127775694
2020-11-12,15927.901184766668
2020-11-13,16290.816921184156
2020-11-14,16029.412185657804
2020-11-15,15995.998189848056
2020-11-16,16372.397348176512
2020-11-17,17083.845872113274
2020-11-18,17884.6282452625
2020-11-19,17843.01880314236
2020-11-20,18336.44645095625
2020-11-21,18711.314227810417
2020-11-22,18432.242585682638
2020-11-23,18448.166465381943
2020-11-24,18862.793010583333
2020-11-25,19056.078856653472
2020-11-26,17390.736701274305
2020-11-27,16987.868828386807
2020-11-28,17312.290464663194
2020-11-29,17991.41982026078
2020-11-30,18913.478020126477
2020-12-01,19264.72192229653
2020-12-02,18953.713099227083
2020-12-03,19282.56309730833
2020-12-04,19121.886986334724
2020-12-05,18998.079583495834
2020-12-06,19145.148466569426
2020-12-07,19198.998589492363
2020-12-08,18942.096815483335
2020-12-09,18265.613948152084
2020-12-10,18303.16309365625
2020-12-11,17937.337420969423
2020-12-12,18471.794175698888
2020-12-13,19113.04710453162
2020-12-14,19161.334182659248
2020-12-15,19352.60234239375
2020-12-16,20077.72292045972
2020-12-17,22616.832315699998
2020-12-18,22884.613914634723
2020-12-19,23360.905627054166
2020-12-20,23594.41173107521
2020-12-21,23259.466833602084
2020-12-22,23097.830404147222
2020-12-23,23530.788341771527
2020-12-24,23219.253677889585
2020-12-25,24016.39466225972
2020-12-26,25267.11261518998
2020-12-27,27043.38647
2020-12-28,26964.020499138893
2020-12-29,26671.00809917778
2020-12-30,28141.234408113196
2020-12-31,28881.524878111806
